+----------+-------+---------+------+-------------+------------+
|   Seq    |  GC % |   MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+---------+------+-------------+------------+
|  Gen 1   | 50.35 | -166.20 | 0.51 |     101     |   76.12    |
|  Gen 2   | 49.65 | -169.13 | 0.49 |     108     |   74.23    |
|  Gen 3   | 50.59 | -166.33 | 0.49 |     110     |   73.76    |
|  Gen 4   | 50.35 | -150.10 | 0.50 |     107     |   74.47    |
|  Gen 5   | 51.06 | -171.17 | 0.47 |     117     |   72.10    |
|  Gen 6   | 49.65 | -168.77 | 0.47 |     106     |   74.23    |
|  Gen 7   | 49.17 | -161.87 | 0.47 |     102     |   75.89    |
|  Gen 8   | 48.46 | -163.00 | 0.47 |     101     |   75.89    |
|  Gen 9   | 49.41 | -153.20 | 0.48 |      98     |   76.60    |
|  Gen 10  | 47.99 | -159.73 | 0.47 |     108     |   74.23    |
|  Gen 11  | 47.52 | -153.73 | 0.48 |     100     |   75.89    |
|  Gen 12  | 48.46 | -165.77 | 0.46 |     103     |   75.41    |
|  Gen 13  | 49.41 | -167.83 | 0.46 |     100     |   76.36    |
|  Gen 14  | 48.23 | -151.80 | 0.48 |     100     |   76.12    |
|  Gen 15  | 47.99 | -165.83 | 0.46 |     104     |   75.41    |
|  Gen 16  | 49.65 | -169.20 | 0.45 |     103     |   75.65    |
|  Gen 17  | 49.17 | -156.10 | 0.47 |     111     |   73.29    |
|  Gen 18  | 48.70 | -157.77 | 0.46 |     104     |   75.41    |
|  Gen 19  | 48.23 | -160.67 | 0.46 |     103     |   75.41    |
|  Gen 20  | 47.52 | -160.37 | 0.46 |     100     |   75.89    |
|  Gen 21  | 50.12 | -153.87 | 0.47 |      98     |   76.60    |
|  Gen 22  | 47.75 | -149.53 | 0.47 |     101     |   75.65    |
|  Gen 23  | 47.28 | -147.80 | 0.48 |     109     |   74.00    |
|  Gen 24  | 46.57 | -156.87 | 0.46 |      98     |   76.60    |
|  Gen 25  | 48.46 | -154.10 | 0.46 |      97     |   77.07    |
|  Gen 26  | 49.88 | -167.33 | 0.44 |     111     |   73.76    |
|  Gen 27  | 47.28 | -158.77 | 0.46 |     110     |   73.76    |
|  Gen 28  | 48.70 | -158.10 | 0.45 |     108     |   74.23    |
|  Gen 29  | 47.28 | -164.53 | 0.44 |      97     |   77.07    |
|  Gen 30  | 46.34 | -162.33 | 0.44 |     101     |   76.12    |
|  Gen 31  | 48.23 | -154.03 | 0.45 |      90     |   78.49    |
|  Gen 32  | 45.63 | -150.13 | 0.46 |     101     |   75.18    |
|  Gen 33  | 49.41 | -163.57 | 0.44 |     114     |   72.34    |
|  Gen 34  | 46.81 | -155.33 | 0.45 |     104     |   74.70    |
|  Gen 35  | 49.88 | -156.43 | 0.45 |     104     |   75.18    |
|  Gen 36  | 48.70 | -163.27 | 0.44 |     106     |   74.94    |
|  Gen 37  | 48.70 | -157.60 | 0.44 |      96     |   76.60    |
|  Gen 38  | 48.23 | -154.20 | 0.45 |     103     |   75.65    |
|  Gen 39  | 47.04 | -156.07 | 0.45 |     106     |   74.70    |
|  Gen 40  | 48.94 | -159.63 | 0.44 |     104     |   75.18    |
|  Gen 41  | 46.57 | -155.43 | 0.44 |     115     |   72.58    |
|  Gen 42  | 49.17 | -157.57 | 0.44 |     108     |   74.47    |
|  Gen 43  | 48.23 | -158.43 | 0.44 |      98     |   76.83    |
|  Gen 44  | 48.46 | -155.87 | 0.44 |      99     |   76.60    |
|  Gen 45  | 47.28 | -150.80 | 0.45 |     104     |   75.18    |
|  Gen 46  | 47.28 | -153.17 | 0.44 |      93     |   77.54    |
|  Gen 47  | 44.92 | -144.67 | 0.45 |      96     |   77.07    |
|  Gen 48  | 47.52 | -155.77 | 0.44 |      98     |   76.60    |
|  Gen 49  | 47.99 | -150.83 | 0.44 |      91     |   78.01    |
|  Gen 50  | 49.17 | -148.87 | 0.44 |     108     |   74.23    |
| Best GC  | 51.06 | -171.17 | 0.47 |     117     |   72.10    |
| Best MFE | 51.06 | -171.17 | 0.47 |     117     |   72.10    |
| Best CAI | 50.35 | -166.20 | 0.51 |     101     |   76.12    |
| Natural  | 44.68 | -152.30 | 0.47 |      0      |   100.00   |
+----------+-------+---------+------+-------------+------------+
