+----------+-------+---------+------+-------------+------------+
|   Seq    |  GC % |   MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+---------+------+-------------+------------+
|  Gen 1   | 52.96 | -165.43 | 0.59 |     105     |   75.18    |
|  Gen 2   | 50.59 | -173.40 | 0.54 |     107     |   74.47    |
|  Gen 3   | 50.83 | -166.03 | 0.56 |     106     |   74.47    |
|  Gen 4   | 50.35 | -174.23 | 0.52 |     107     |   74.47    |
|  Gen 5   | 51.54 | -173.97 | 0.49 |     104     |   75.18    |
|  Gen 6   | 51.06 | -164.70 | 0.55 |     102     |   75.65    |
|  Gen 7   | 51.77 | -166.10 | 0.51 |     109     |   74.00    |
|  Gen 8   | 49.65 | -168.20 | 0.54 |      94     |   77.78    |
|  Gen 9   | 51.06 | -165.87 | 0.51 |     108     |   74.23    |
|  Gen 10  | 50.83 | -165.80 | 0.50 |      95     |   77.54    |
|  Gen 11  | 50.12 | -175.10 | 0.45 |     102     |   75.65    |
|  Gen 12  | 49.41 | -169.17 | 0.50 |     104     |   74.94    |
|  Gen 13  | 51.06 | -160.93 | 0.50 |     103     |   75.65    |
|  Gen 14  | 51.06 | -160.33 | 0.50 |     104     |   75.41    |
|  Gen 15  | 49.65 | -167.20 | 0.50 |     114     |   73.05    |
|  Gen 16  | 49.65 | -171.47 | 0.48 |     102     |   75.41    |
|  Gen 17  | 49.88 | -162.97 | 0.52 |      96     |   77.30    |
|  Gen 18  | 48.94 | -163.20 | 0.54 |     101     |   75.89    |
|  Gen 19  | 49.17 | -164.77 | 0.52 |     103     |   75.18    |
|  Gen 20  | 49.65 | -167.77 | 0.49 |     101     |   76.12    |
|  Gen 21  | 49.88 | -166.57 | 0.49 |      98     |   76.60    |
|  Gen 22  | 49.41 | -169.93 | 0.48 |     120     |   71.63    |
|  Gen 23  | 50.12 | -160.70 | 0.51 |     103     |   75.65    |
|  Gen 24  | 49.65 | -166.60 | 0.49 |     101     |   76.12    |
|  Gen 25  | 50.12 | -163.93 | 0.49 |     116     |   72.34    |
|  Gen 26  | 48.94 | -162.20 | 0.52 |     105     |   74.70    |
|  Gen 27  | 48.94 | -162.23 | 0.52 |      95     |   77.54    |
|  Gen 28  | 49.88 | -163.80 | 0.48 |     109     |   74.23    |
|  Gen 29  | 49.41 | -165.27 | 0.48 |      94     |   77.30    |
|  Gen 30  | 48.94 | -164.03 | 0.50 |     101     |   75.65    |
|  Gen 31  | 48.46 | -162.63 | 0.51 |     103     |   75.41    |
|  Gen 32  | 48.94 | -165.27 | 0.48 |     110     |   73.52    |
|  Gen 33  | 49.65 | -159.07 | 0.49 |      95     |   77.30    |
|  Gen 34  | 49.41 | -163.53 | 0.46 |     107     |   74.47    |
|  Gen 35  | 48.23 | -167.77 | 0.47 |     101     |   76.12    |
|  Gen 36  | 46.81 | -169.20 | 0.49 |     104     |   75.41    |
|  Gen 37  | 48.23 | -167.63 | 0.46 |     106     |   74.94    |
|  Gen 38  | 48.46 | -162.13 | 0.49 |     108     |   74.23    |
|  Gen 39  | 49.17 | -158.97 | 0.48 |     103     |   74.94    |
|  Gen 40  | 48.70 | -159.30 | 0.49 |     101     |   76.12    |
|  Gen 41  | 49.41 | -161.17 | 0.46 |     109     |   74.23    |
|  Gen 42  | 48.23 | -162.10 | 0.48 |     115     |   72.58    |
|  Gen 43  | 49.17 | -155.53 | 0.49 |     111     |   73.05    |
|  Gen 44  | 47.99 | -161.47 | 0.49 |     110     |   73.76    |
|  Gen 45  | 49.17 | -156.73 | 0.49 |     104     |   75.41    |
|  Gen 46  | 48.46 | -158.90 | 0.49 |     106     |   74.94    |
|  Gen 47  | 48.46 | -160.50 | 0.48 |     108     |   74.23    |
|  Gen 48  | 47.28 | -161.73 | 0.51 |      97     |   76.83    |
|  Gen 49  | 47.75 | -159.63 | 0.50 |     109     |   74.23    |
|  Gen 50  | 48.23 | -158.93 | 0.49 |      96     |   77.07    |
| Best GC  | 52.96 | -165.43 | 0.59 |     105     |   75.18    |
| Best MFE | 50.12 | -175.10 | 0.45 |     102     |   75.65    |
| Best CAI | 52.96 | -165.43 | 0.59 |     105     |   75.18    |
| Natural  | 44.68 | -152.30 | 0.47 |      0      |   100.00   |
+----------+-------+---------+------+-------------+------------+
