+----------+-------+---------+------+-------------+------------+
|   Seq    |  GC % |   MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+---------+------+-------------+------------+
|  Gen 1   | 50.73 | -285.97 | 0.54 |     165     |   75.88    |
|  Gen 2   | 50.00 | -297.60 | 0.50 |     179     |   73.25    |
|  Gen 3   | 50.44 | -282.40 | 0.53 |     166     |   75.29    |
|  Gen 4   | 49.12 | -293.93 | 0.52 |     151     |   77.92    |
|  Gen 5   | 50.88 | -281.20 | 0.51 |     157     |   76.90    |
|  Gen 6   | 50.00 | -282.63 | 0.53 |     157     |   76.61    |
|  Gen 7   | 50.58 | -275.13 | 0.54 |     165     |   75.88    |
|  Gen 8   | 49.12 | -291.33 | 0.52 |     163     |   76.02    |
|  Gen 9   | 50.15 | -276.83 | 0.54 |     163     |   75.88    |
|  Gen 10  | 49.71 | -282.67 | 0.52 |     172     |   74.56    |
|  Gen 11  | 49.71 | -278.30 | 0.53 |     161     |   76.17    |
|  Gen 12  | 49.85 | -281.73 | 0.52 |     165     |   75.73    |
|  Gen 13  | 48.83 | -282.17 | 0.54 |     165     |   75.88    |
|  Gen 14  | 49.12 | -277.00 | 0.54 |     168     |   75.15    |
|  Gen 15  | 50.00 | -276.37 | 0.52 |     162     |   75.88    |
|  Gen 16  | 49.85 | -276.53 | 0.52 |     157     |   76.90    |
|  Gen 17  | 50.88 | -271.70 | 0.51 |     176     |   73.98    |
|  Gen 18  | 49.42 | -281.77 | 0.51 |     162     |   76.32    |
|  Gen 19  | 49.42 | -279.90 | 0.51 |     171     |   74.85    |
|  Gen 20  | 50.29 | -266.93 | 0.53 |     159     |   76.32    |
|  Gen 21  | 49.56 | -276.97 | 0.51 |     164     |   75.88    |
|  Gen 22  | 47.37 | -289.47 | 0.53 |     164     |   75.88    |
|  Gen 23  | 49.71 | -276.20 | 0.51 |     160     |   76.61    |
|  Gen 24  | 48.25 | -280.77 | 0.53 |     166     |   75.58    |
|  Gen 25  | 50.29 | -260.83 | 0.55 |     157     |   76.61    |
|  Gen 26  | 49.27 | -276.73 | 0.52 |     153     |   77.05    |
|  Gen 27  | 49.42 | -280.43 | 0.50 |     155     |   77.34    |
|  Gen 28  | 49.12 | -286.40 | 0.49 |     174     |   74.27    |
|  Gen 29  | 49.85 | -270.30 | 0.52 |     173     |   74.71    |
|  Gen 30  | 48.83 | -279.90 | 0.51 |     162     |   75.58    |
|  Gen 31  | 48.83 | -279.30 | 0.51 |     173     |   74.56    |
|  Gen 32  | 49.12 | -279.40 | 0.50 |     176     |   74.27    |
|  Gen 33  | 49.27 | -271.37 | 0.52 |     163     |   75.88    |
|  Gen 34  | 48.68 | -277.73 | 0.52 |     167     |   75.58    |
|  Gen 35  | 49.85 | -269.70 | 0.51 |     169     |   75.15    |
|  Gen 36  | 49.85 | -271.47 | 0.50 |     159     |   76.46    |
|  Gen 37  | 49.12 | -267.00 | 0.52 |     159     |   76.61    |
|  Gen 38  | 48.39 | -275.20 | 0.51 |     177     |   74.12    |
|  Gen 39  | 48.54 | -275.77 | 0.51 |     160     |   76.02    |
|  Gen 40  | 48.68 | -278.20 | 0.49 |     159     |   76.75    |
|  Gen 41  | 48.68 | -270.73 | 0.52 |     162     |   76.17    |
|  Gen 42  | 48.83 | -269.43 | 0.51 |     168     |   74.85    |
|  Gen 43  | 48.54 | -269.83 | 0.52 |     170     |   74.71    |
|  Gen 44  | 48.98 | -273.53 | 0.49 |     170     |   74.85    |
|  Gen 45  | 49.27 | -274.90 | 0.48 |     175     |   73.98    |
|  Gen 46  | 47.95 | -273.47 | 0.52 |     157     |   77.05    |
|  Gen 47  | 48.54 | -276.63 | 0.49 |     171     |   74.71    |
|  Gen 48  | 49.56 | -263.20 | 0.50 |     163     |   76.02    |
|  Gen 49  | 48.54 | -263.43 | 0.53 |     144     |   78.95    |
|  Gen 50  | 48.25 | -276.33 | 0.49 |     165     |   75.73    |
| Best GC  | 50.88 | -271.70 | 0.51 |     176     |   73.98    |
| Best MFE | 50.00 | -297.60 | 0.50 |     179     |   73.25    |
| Best CAI | 50.29 | -260.83 | 0.55 |     157     |   76.61    |
| Natural  | 51.17 | -279.80 | 0.59 |      0      |   100.00   |
+----------+-------+---------+------+-------------+------------+
