+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 52.89 | -79.70 | 0.63 |      48     |   78.67    |
|  Gen 2   | 51.11 | -77.63 | 0.61 |      41     |   81.33    |
|  Gen 3   | 51.56 | -80.70 | 0.60 |      36     |   84.00    |
|  Gen 4   | 52.00 | -79.67 | 0.60 |      50     |   77.78    |
|  Gen 5   | 52.89 | -84.53 | 0.58 |      53     |   76.00    |
|  Gen 6   | 48.89 | -84.73 | 0.58 |      45     |   79.56    |
|  Gen 7   | 52.00 | -80.80 | 0.59 |      51     |   77.33    |
|  Gen 8   | 51.56 | -78.70 | 0.59 |      46     |   79.56    |
|  Gen 9   | 52.44 | -76.60 | 0.59 |      50     |   77.33    |
|  Gen 10  | 50.22 | -79.30 | 0.58 |      44     |   80.44    |
|  Gen 11  | 52.00 | -72.20 | 0.59 |      49     |   78.22    |
|  Gen 12  | 52.00 | -75.20 | 0.58 |      53     |   76.44    |
|  Gen 13  | 51.56 | -86.03 | 0.57 |      51     |   77.33    |
|  Gen 14  | 51.11 | -72.60 | 0.59 |      51     |   76.89    |
|  Gen 15  | 52.89 | -81.77 | 0.57 |      48     |   78.67    |
|  Gen 16  | 51.11 | -82.70 | 0.57 |      54     |   76.00    |
|  Gen 17  | 53.33 | -79.13 | 0.57 |      52     |   76.89    |
|  Gen 18  | 47.11 | -80.77 | 0.56 |      45     |   79.56    |
|  Gen 19  | 51.11 | -80.00 | 0.56 |      42     |   81.33    |
|  Gen 20  | 52.44 | -77.20 | 0.57 |      57     |   74.22    |
|  Gen 21  | 48.44 | -71.70 | 0.57 |      47     |   78.22    |
|  Gen 22  | 48.44 | -79.70 | 0.56 |      43     |   80.89    |
|  Gen 23  | 51.11 | -77.80 | 0.56 |      48     |   78.67    |
|  Gen 24  | 53.78 | -76.50 | 0.56 |      55     |   75.11    |
|  Gen 25  | 49.78 | -78.87 | 0.56 |      50     |   77.78    |
|  Gen 26  | 50.67 | -75.50 | 0.56 |      58     |   74.22    |
|  Gen 27  | 50.67 | -75.77 | 0.56 |      56     |   74.67    |
|  Gen 28  | 49.78 | -71.33 | 0.57 |      48     |   78.67    |
|  Gen 29  | 50.22 | -74.40 | 0.56 |      48     |   78.67    |
|  Gen 30  | 48.89 | -77.30 | 0.56 |      46     |   79.11    |
|  Gen 31  | 49.33 | -74.13 | 0.56 |      50     |   77.78    |
|  Gen 32  | 48.89 | -78.80 | 0.55 |      46     |   79.56    |
|  Gen 33  | 47.11 | -75.67 | 0.56 |      47     |   79.11    |
|  Gen 34  | 51.56 | -75.03 | 0.56 |      47     |   78.67    |
|  Gen 35  | 48.89 | -81.10 | 0.54 |      43     |   80.89    |
|  Gen 36  | 47.11 | -77.70 | 0.55 |      52     |   76.44    |
|  Gen 37  | 49.78 | -79.80 | 0.55 |      43     |   80.89    |
|  Gen 38  | 50.22 | -74.10 | 0.55 |      55     |   75.56    |
|  Gen 39  | 51.56 | -73.77 | 0.55 |      56     |   74.67    |
|  Gen 40  | 49.33 | -71.77 | 0.56 |      51     |   76.89    |
|  Gen 41  | 47.11 | -75.20 | 0.55 |      50     |   77.33    |
|  Gen 42  | 49.33 | -75.67 | 0.55 |      58     |   73.78    |
|  Gen 43  | 50.22 | -76.70 | 0.55 |      46     |   79.56    |
|  Gen 44  | 49.78 | -65.47 | 0.56 |      60     |   73.33    |
|  Gen 45  | 48.44 | -78.13 | 0.54 |      49     |   78.22    |
|  Gen 46  | 51.11 | -73.30 | 0.55 |      57     |   73.78    |
|  Gen 47  | 50.67 | -79.40 | 0.54 |      45     |   79.56    |
|  Gen 48  | 48.00 | -78.80 | 0.54 |      46     |   79.56    |
|  Gen 49  | 47.11 | -78.17 | 0.54 |      48     |   77.78    |
|  Gen 50  | 50.22 | -78.00 | 0.54 |      43     |   80.44    |
| Best GC  | 53.78 | -76.50 | 0.56 |      55     |   75.11    |
| Best MFE | 51.11 | -91.27 | 0.49 |      50     |   76.89    |
| Best CAI | 52.89 | -79.70 | 0.63 |      48     |   78.67    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
