+----------+-------+---------+------+-------------+------------+
|   Seq    |  GC % |   MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+---------+------+-------------+------------+
|  Gen 1   | 76.00 |  -78.33 | 0.59 |     729     |   33.33    |
|  Gen 2   | 73.33 |  -77.60 | 0.54 |     729     |   32.67    |
|  Gen 3   | 68.67 |  -77.07 | 0.53 |     729     |   30.00    |
|  Gen 4   | 77.33 |  -75.00 | 0.51 |     729     |   36.00    |
|  Gen 5   | 73.33 |  -74.50 | 0.50 |     729     |   33.33    |
|  Gen 6   | 70.67 |  -62.90 | 0.41 |     729     |   34.00    |
|  Gen 7   | 74.67 |  -68.70 | 0.46 |     729     |   35.33    |
|  Gen 8   | 74.00 |  -78.33 | 0.52 |     729     |   29.33    |
|  Gen 9   | 70.67 |  -67.60 | 0.44 |     729     |   33.33    |
|  Gen 10  | 70.00 |  -62.63 | 0.40 |     729     |   32.67    |
|  Gen 11  | 73.33 |  -85.97 | 0.57 |     729     |   36.00    |
|  Gen 12  | 72.67 |  -75.40 | 0.49 |     729     |   34.00    |
|  Gen 13  | 76.00 |  -72.50 | 0.47 |     729     |   31.33    |
|  Gen 14  | 74.67 |  -80.40 | 0.52 |     729     |   31.33    |
|  Gen 15  | 75.33 |  -85.47 | 0.55 |     729     |   37.33    |
|  Gen 16  | 74.00 |  -78.83 | 0.50 |     729     |   36.00    |
|  Gen 17  | 72.00 |  -64.10 | 0.39 |     729     |   32.67    |
|  Gen 18  | 77.33 |  -75.33 | 0.47 |     729     |   32.67    |
|  Gen 19  | 75.33 |  -87.87 | 0.56 |     729     |   35.33    |
|  Gen 20  | 72.00 |  -72.90 | 0.45 |     729     |   30.67    |
|  Gen 21  | 71.33 |  -70.83 | 0.43 |     729     |   32.67    |
|  Gen 22  | 74.00 |  -83.40 | 0.52 |     729     |   34.67    |
|  Gen 23  | 77.33 |  -92.10 | 0.59 |     729     |   34.00    |
|  Gen 24  | 74.67 |  -71.90 | 0.44 |     729     |   32.00    |
|  Gen 25  | 72.00 |  -79.10 | 0.49 |     729     |   32.67    |
|  Gen 26  | 78.00 |  -89.57 | 0.57 |     729     |   34.00    |
|  Gen 27  | 72.67 |  -79.57 | 0.49 |     729     |   35.33    |
|  Gen 28  | 75.33 |  -83.50 | 0.52 |     729     |   37.33    |
|  Gen 29  | 76.67 |  -81.67 | 0.50 |     729     |   34.67    |
|  Gen 30  | 75.33 |  -82.30 | 0.50 |     729     |   34.00    |
|  Gen 31  | 75.33 |  -81.50 | 0.50 |     729     |   37.33    |
|  Gen 32  | 72.00 |  -77.97 | 0.47 |     729     |   35.33    |
|  Gen 33  | 74.00 |  -84.97 | 0.52 |     729     |   36.67    |
|  Gen 34  | 70.67 |  -83.83 | 0.51 |     729     |   34.00    |
|  Gen 35  | 76.00 |  -79.90 | 0.48 |     729     |   34.00    |
|  Gen 36  | 72.00 |  -74.00 | 0.44 |     729     |   32.67    |
|  Gen 37  | 73.33 |  -74.70 | 0.44 |     729     |   32.00    |
|  Gen 38  | 74.00 |  -65.40 | 0.37 |     729     |   33.33    |
|  Gen 39  | 74.00 |  -75.47 | 0.44 |     729     |   38.00    |
|  Gen 40  | 75.33 |  -75.53 | 0.44 |     729     |   33.33    |
|  Gen 41  | 74.00 |  -80.70 | 0.48 |     729     |   32.67    |
|  Gen 42  | 74.67 |  -88.50 | 0.53 |     729     |   30.67    |
|  Gen 43  | 76.00 |  -76.40 | 0.44 |     729     |   30.67    |
|  Gen 44  | 72.00 |  -76.37 | 0.44 |     729     |   32.67    |
|  Gen 45  | 74.00 |  -82.67 | 0.48 |     729     |   32.00    |
|  Gen 46  | 71.33 |  -78.43 | 0.45 |     729     |   32.00    |
|  Gen 47  | 71.33 |  -84.10 | 0.49 |     729     |   30.67    |
|  Gen 48  | 72.67 |  -71.07 | 0.40 |     729     |   33.33    |
|  Gen 49  | 75.33 |  -78.83 | 0.45 |     729     |   34.00    |
|  Gen 50  | 74.00 |  -84.50 | 0.50 |     729     |   36.67    |
| Best GC  | 80.00 |  -78.57 | 0.40 |     729     |   36.00    |
| Best MFE | 77.33 |  -94.70 | 0.46 |     729     |   34.00    |
| Best CAI | 76.00 |  -78.33 | 0.59 |     729     |   33.33    |
| Natural  | 47.10 | -357.57 | 0.50 |      0      |   100.00   |
+----------+-------+---------+------+-------------+------------+
