+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 60.00 | -44.47 | 0.68 |      29     |   78.52    |
|  Gen 2   | 53.33 | -46.40 | 0.60 |      30     |   77.04    |
|  Gen 3   | 51.85 | -39.70 | 0.61 |      30     |   77.78    |
|  Gen 4   | 54.07 | -33.90 | 0.60 |      37     |   72.59    |
|  Gen 5   | 52.59 | -41.50 | 0.58 |      30     |   77.78    |
|  Gen 6   | 54.81 | -40.60 | 0.57 |      26     |   80.74    |
|  Gen 7   | 48.15 | -39.90 | 0.57 |      29     |   78.52    |
|  Gen 8   | 51.85 | -44.50 | 0.56 |      30     |   77.78    |
|  Gen 9   | 52.59 | -38.53 | 0.57 |      29     |   77.78    |
|  Gen 10  | 51.85 | -38.30 | 0.56 |      33     |   75.56    |
|  Gen 11  | 51.11 | -40.80 | 0.56 |      30     |   77.78    |
|  Gen 12  | 52.59 | -46.20 | 0.54 |      32     |   76.30    |
|  Gen 13  | 51.85 | -38.90 | 0.55 |      27     |   80.00    |
|  Gen 14  | 50.37 | -37.80 | 0.55 |      36     |   73.33    |
|  Gen 15  | 54.81 | -40.60 | 0.55 |      30     |   77.78    |
|  Gen 16  | 50.37 | -47.70 | 0.54 |      29     |   77.78    |
|  Gen 17  | 54.07 | -42.20 | 0.55 |      35     |   74.07    |
|  Gen 18  | 50.37 | -45.10 | 0.54 |      29     |   78.52    |
|  Gen 19  | 51.85 | -39.60 | 0.55 |      35     |   74.07    |
|  Gen 20  | 53.33 | -44.70 | 0.54 |      35     |   73.33    |
|  Gen 21  | 48.15 | -39.00 | 0.54 |      29     |   78.52    |
|  Gen 22  | 51.11 | -40.00 | 0.54 |      26     |   80.74    |
|  Gen 23  | 54.07 | -38.40 | 0.54 |      31     |   77.04    |
|  Gen 24  | 50.37 | -33.40 | 0.55 |      32     |   76.30    |
|  Gen 25  | 56.30 | -45.50 | 0.53 |      34     |   74.07    |
|  Gen 26  | 49.63 | -37.40 | 0.54 |      32     |   76.30    |
|  Gen 27  | 50.37 | -38.50 | 0.54 |      34     |   74.81    |
|  Gen 28  | 46.67 | -39.17 | 0.54 |      29     |   78.52    |
|  Gen 29  | 47.41 | -41.90 | 0.53 |      31     |   77.04    |
|  Gen 30  | 51.85 | -36.40 | 0.54 |      38     |   71.85    |
|  Gen 31  | 53.33 | -43.10 | 0.53 |      35     |   73.33    |
|  Gen 32  | 52.59 | -40.67 | 0.53 |      30     |   77.78    |
|  Gen 33  | 49.63 | -48.60 | 0.52 |      25     |   81.48    |
|  Gen 34  | 51.85 | -39.60 | 0.53 |      27     |   80.00    |
|  Gen 35  | 52.59 | -41.60 | 0.53 |      27     |   80.00    |
|  Gen 36  | 51.11 | -33.30 | 0.53 |      30     |   77.78    |
|  Gen 37  | 50.37 | -35.90 | 0.53 |      30     |   77.04    |
|  Gen 38  | 51.11 | -39.50 | 0.52 |      27     |   80.00    |
|  Gen 39  | 54.07 | -36.40 | 0.52 |      31     |   77.04    |
|  Gen 40  | 51.11 | -41.00 | 0.51 |      31     |   77.04    |
|  Gen 41  | 48.89 | -47.10 | 0.50 |      34     |   74.07    |
|  Gen 42  | 50.37 | -42.10 | 0.51 |      31     |   77.04    |
|  Gen 43  | 48.15 | -37.13 | 0.52 |      27     |   80.00    |
|  Gen 44  | 51.85 | -45.20 | 0.50 |      30     |   77.78    |
|  Gen 45  | 52.59 | -40.03 | 0.51 |      34     |   74.81    |
|  Gen 46  | 50.37 | -40.30 | 0.51 |      34     |   74.81    |
|  Gen 47  | 54.07 | -45.03 | 0.50 |      30     |   77.78    |
|  Gen 48  | 51.85 | -40.60 | 0.51 |      32     |   76.30    |
|  Gen 49  | 48.15 | -37.80 | 0.51 |      30     |   77.78    |
|  Gen 50  | 48.15 | -38.80 | 0.51 |      27     |   80.00    |
| Best GC  | 60.00 | -44.47 | 0.68 |      29     |   78.52    |
| Best MFE | 51.11 | -50.50 | 0.46 |      37     |   72.59    |
| Best CAI | 60.00 | -44.47 | 0.68 |      29     |   78.52    |
| Natural  | 46.67 | -38.40 | 0.55 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
