+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 53.33 | -90.33 | 0.63 |      56     |   74.22    |
|  Gen 2   | 52.89 | -79.90 | 0.60 |      57     |   74.67    |
|  Gen 3   | 53.78 | -79.70 | 0.59 |      54     |   76.00    |
|  Gen 4   | 50.67 | -84.27 | 0.58 |      59     |   73.33    |
|  Gen 5   | 52.89 | -78.23 | 0.58 |      59     |   73.78    |
|  Gen 6   | 50.22 | -75.60 | 0.58 |      52     |   76.00    |
|  Gen 7   | 48.44 | -78.50 | 0.58 |      52     |   76.44    |
|  Gen 8   | 53.78 | -93.50 | 0.55 |      46     |   79.11    |
|  Gen 9   | 51.11 | -74.37 | 0.57 |      51     |   76.89    |
|  Gen 10  | 52.00 | -75.50 | 0.56 |      52     |   76.89    |
|  Gen 11  | 48.00 | -82.90 | 0.55 |      50     |   77.78    |
|  Gen 12  | 52.00 | -74.87 | 0.56 |      42     |   81.33    |
|  Gen 13  | 51.11 | -77.10 | 0.55 |      52     |   76.89    |
|  Gen 14  | 48.44 | -76.80 | 0.55 |      43     |   80.44    |
|  Gen 15  | 53.78 | -71.80 | 0.56 |      57     |   74.67    |
|  Gen 16  | 50.22 | -77.47 | 0.55 |      60     |   73.33    |
|  Gen 17  | 49.78 | -75.00 | 0.55 |      49     |   78.22    |
|  Gen 18  | 50.67 | -79.87 | 0.54 |      48     |   78.67    |
|  Gen 19  | 47.11 | -67.83 | 0.56 |      49     |   78.22    |
|  Gen 20  | 49.78 | -72.80 | 0.54 |      44     |   80.44    |
|  Gen 21  | 51.56 | -77.17 | 0.54 |      51     |   77.33    |
|  Gen 22  | 49.33 | -85.00 | 0.52 |      45     |   80.00    |
|  Gen 23  | 48.00 | -80.03 | 0.53 |      45     |   80.00    |
|  Gen 24  | 46.22 | -73.47 | 0.54 |      46     |   79.56    |
|  Gen 25  | 49.33 | -80.83 | 0.53 |      52     |   76.89    |
|  Gen 26  | 51.56 | -77.60 | 0.53 |      51     |   77.33    |
|  Gen 27  | 50.22 | -74.90 | 0.53 |      49     |   77.78    |
|  Gen 28  | 47.11 | -84.37 | 0.52 |      53     |   76.44    |
|  Gen 29  | 49.78 | -77.93 | 0.53 |      53     |   76.44    |
|  Gen 30  | 50.22 | -84.07 | 0.52 |      62     |   72.44    |
|  Gen 31  | 52.44 | -94.53 | 0.50 |      45     |   80.00    |
|  Gen 32  | 49.33 | -78.30 | 0.52 |      47     |   78.67    |
|  Gen 33  | 47.11 | -72.20 | 0.53 |      51     |   77.33    |
|  Gen 34  | 49.33 | -76.90 | 0.52 |      44     |   80.44    |
|  Gen 35  | 48.89 | -75.20 | 0.52 |      48     |   77.33    |
|  Gen 36  | 51.11 | -77.50 | 0.52 |      48     |   78.67    |
|  Gen 37  | 49.78 | -67.67 | 0.53 |      48     |   78.67    |
|  Gen 38  | 49.78 | -74.80 | 0.52 |      47     |   78.67    |
|  Gen 39  | 48.00 | -74.60 | 0.52 |      50     |   77.78    |
|  Gen 40  | 49.33 | -68.40 | 0.53 |      54     |   75.11    |
|  Gen 41  | 51.56 | -76.37 | 0.52 |      64     |   70.67    |
|  Gen 42  | 48.44 | -79.77 | 0.51 |      52     |   76.44    |
|  Gen 43  | 45.78 | -74.87 | 0.51 |      51     |   77.33    |
|  Gen 44  | 48.00 | -79.20 | 0.51 |      40     |   82.22    |
|  Gen 45  | 48.89 | -74.80 | 0.51 |      50     |   76.89    |
|  Gen 46  | 49.33 | -73.30 | 0.51 |      56     |   75.11    |
|  Gen 47  | 49.78 | -78.23 | 0.51 |      57     |   74.67    |
|  Gen 48  | 48.44 | -70.73 | 0.52 |      49     |   78.22    |
|  Gen 49  | 48.00 | -67.80 | 0.52 |      51     |   77.33    |
|  Gen 50  | 51.11 | -78.83 | 0.50 |      50     |   77.78    |
| Best GC  | 53.78 | -79.70 | 0.59 |      54     |   76.00    |
| Best MFE | 52.44 | -94.53 | 0.50 |      45     |   80.00    |
| Best CAI | 53.33 | -90.33 | 0.63 |      56     |   74.22    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
