+----------+-------+---------+------+-------------+------------+
|   Seq    |  GC % |   MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+---------+------+-------------+------------+
|  Gen 1   | 50.83 | -175.60 | 0.50 |     105     |   74.94    |
|  Gen 2   | 49.65 | -162.60 | 0.52 |     103     |   75.18    |
|  Gen 3   | 47.99 | -163.87 | 0.51 |     105     |   74.70    |
|  Gen 4   | 51.06 | -169.07 | 0.50 |      99     |   76.12    |
|  Gen 5   | 50.12 | -156.90 | 0.52 |     103     |   75.65    |
|  Gen 6   | 49.65 | -156.60 | 0.51 |     106     |   74.70    |
|  Gen 7   | 48.23 | -158.43 | 0.51 |      98     |   76.83    |
|  Gen 8   | 49.17 | -167.67 | 0.49 |     111     |   73.29    |
|  Gen 9   | 47.28 | -162.67 | 0.50 |      90     |   78.49    |
|  Gen 10  | 50.83 | -166.47 | 0.49 |     105     |   74.70    |
|  Gen 11  | 49.88 | -163.83 | 0.49 |      85     |   79.43    |
|  Gen 12  | 50.12 | -164.63 | 0.49 |     104     |   75.41    |
|  Gen 13  | 49.65 | -166.00 | 0.49 |     110     |   74.00    |
|  Gen 14  | 46.57 | -155.00 | 0.50 |      85     |   79.91    |
|  Gen 15  | 50.35 | -163.70 | 0.49 |     110     |   74.00    |
|  Gen 16  | 48.70 | -152.03 | 0.50 |      92     |   78.25    |
|  Gen 17  | 50.59 | -160.30 | 0.49 |      94     |   77.30    |
|  Gen 18  | 51.06 | -156.40 | 0.50 |      92     |   78.01    |
|  Gen 19  | 49.17 | -159.40 | 0.49 |     103     |   75.41    |
|  Gen 20  | 49.65 | -156.60 | 0.50 |     100     |   76.36    |
|  Gen 21  | 49.88 | -157.27 | 0.49 |      98     |   76.83    |
|  Gen 22  | 50.59 | -170.13 | 0.47 |     109     |   74.23    |
|  Gen 23  | 48.46 | -153.70 | 0.50 |     109     |   74.00    |
|  Gen 24  | 49.65 | -160.43 | 0.49 |     107     |   74.47    |
|  Gen 25  | 46.81 | -157.73 | 0.49 |     101     |   75.89    |
|  Gen 26  | 48.23 | -155.90 | 0.49 |     109     |   74.23    |
|  Gen 27  | 48.94 | -174.00 | 0.46 |     106     |   74.94    |
|  Gen 28  | 46.57 | -155.37 | 0.49 |     107     |   74.47    |
|  Gen 29  | 49.65 | -161.10 | 0.48 |     104     |   75.41    |
|  Gen 30  | 48.70 | -153.57 | 0.49 |     117     |   72.10    |
|  Gen 31  | 47.52 | -152.43 | 0.49 |      94     |   77.78    |
|  Gen 32  | 46.34 | -161.13 | 0.48 |     100     |   76.36    |
|  Gen 33  | 48.46 | -151.80 | 0.49 |     106     |   74.94    |
|  Gen 34  | 48.46 | -155.57 | 0.48 |     100     |   76.12    |
|  Gen 35  | 47.52 | -159.33 | 0.48 |     102     |   75.65    |
|  Gen 36  | 48.70 | -146.33 | 0.50 |     104     |   75.41    |
|  Gen 37  | 48.94 | -156.63 | 0.48 |      99     |   76.60    |
|  Gen 38  | 46.10 | -154.00 | 0.48 |      93     |   78.01    |
|  Gen 39  | 46.57 | -154.73 | 0.48 |     105     |   74.94    |
|  Gen 40  | 47.28 | -159.80 | 0.47 |      98     |   76.36    |
|  Gen 41  | 48.94 | -156.10 | 0.48 |      95     |   77.30    |
|  Gen 42  | 47.75 | -159.63 | 0.47 |      96     |   76.83    |
|  Gen 43  | 47.52 | -151.90 | 0.48 |     100     |   75.89    |
|  Gen 44  | 46.34 | -156.73 | 0.47 |     111     |   73.52    |
|  Gen 45  | 48.94 | -158.20 | 0.47 |      99     |   76.60    |
|  Gen 46  | 48.70 | -150.47 | 0.48 |      96     |   77.07    |
|  Gen 47  | 48.46 | -154.43 | 0.48 |      97     |   77.07    |
|  Gen 48  | 48.94 | -150.80 | 0.48 |     106     |   74.70    |
|  Gen 49  | 49.17 | -165.50 | 0.46 |     106     |   74.94    |
|  Gen 50  | 49.17 | -163.00 | 0.46 |     113     |   73.29    |
| Best GC  | 51.06 | -156.40 | 0.50 |      92     |   78.01    |
| Best MFE | 50.83 | -175.60 | 0.50 |     105     |   74.94    |
| Best CAI | 49.65 | -162.60 | 0.52 |     103     |   75.18    |
| Natural  | 44.68 | -152.30 | 0.47 |      0      |   100.00   |
+----------+-------+---------+------+-------------+------------+
