+----------+-------+---------+------+-------------+------------+
|   Seq    |  GC % |   MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+---------+------+-------------+------------+
|  Gen 1   | 49.42 | -278.10 | 0.53 |     170     |   75.00    |
|  Gen 2   | 49.85 | -273.67 | 0.52 |     163     |   75.73    |
|  Gen 3   | 49.12 | -270.33 | 0.52 |     166     |   75.58    |
|  Gen 4   | 49.56 | -269.57 | 0.52 |     171     |   75.00    |
|  Gen 5   | 50.88 | -289.00 | 0.49 |     170     |   74.85    |
|  Gen 6   | 47.95 | -269.93 | 0.52 |     154     |   77.05    |
|  Gen 7   | 49.12 | -275.87 | 0.50 |     169     |   75.00    |
|  Gen 8   | 49.71 | -285.23 | 0.49 |     161     |   76.02    |
|  Gen 9   | 49.12 | -269.13 | 0.51 |     171     |   74.85    |
|  Gen 10  | 48.39 | -277.50 | 0.50 |     169     |   75.15    |
|  Gen 11  | 47.08 | -270.23 | 0.51 |     167     |   75.58    |
|  Gen 12  | 50.88 | -276.23 | 0.50 |     157     |   77.05    |
|  Gen 13  | 49.56 | -273.23 | 0.50 |     168     |   75.29    |
|  Gen 14  | 48.98 | -266.37 | 0.51 |     150     |   77.49    |
|  Gen 15  | 49.85 | -263.83 | 0.51 |     167     |   75.58    |
|  Gen 16  | 49.56 | -269.67 | 0.50 |     164     |   76.02    |
|  Gen 17  | 49.71 | -273.33 | 0.50 |     168     |   75.29    |
|  Gen 18  | 50.15 | -273.60 | 0.49 |     173     |   74.12    |
|  Gen 19  | 48.98 | -273.63 | 0.49 |     152     |   77.63    |
|  Gen 20  | 49.42 | -268.47 | 0.50 |     175     |   74.12    |
|  Gen 21  | 51.02 | -281.93 | 0.48 |     177     |   74.12    |
|  Gen 22  | 49.27 | -278.53 | 0.48 |     151     |   77.92    |
|  Gen 23  | 48.25 | -263.30 | 0.50 |     156     |   77.05    |
|  Gen 24  | 48.83 | -272.80 | 0.49 |     168     |   75.44    |
|  Gen 25  | 48.83 | -273.80 | 0.49 |     152     |   77.78    |
|  Gen 26  | 49.71 | -272.07 | 0.49 |     167     |   75.44    |
|  Gen 27  | 48.54 | -277.40 | 0.48 |     166     |   75.73    |
|  Gen 28  | 48.98 | -263.30 | 0.50 |     165     |   75.88    |
|  Gen 29  | 47.51 | -256.70 | 0.51 |     166     |   75.29    |
|  Gen 30  | 48.83 | -264.80 | 0.50 |     161     |   76.32    |
|  Gen 31  | 48.25 | -262.77 | 0.50 |     175     |   74.27    |
|  Gen 32  | 48.54 | -265.50 | 0.50 |     156     |   76.90    |
|  Gen 33  | 48.68 | -268.70 | 0.49 |     153     |   77.34    |
|  Gen 34  | 49.71 | -268.80 | 0.49 |     158     |   76.61    |
|  Gen 35  | 48.83 | -261.80 | 0.50 |     163     |   76.17    |
|  Gen 36  | 48.83 | -266.30 | 0.49 |     169     |   75.00    |
|  Gen 37  | 48.10 | -271.67 | 0.48 |     164     |   75.58    |
|  Gen 38  | 48.98 | -269.07 | 0.48 |     167     |   75.44    |
|  Gen 39  | 49.71 | -280.63 | 0.47 |     182     |   72.66    |
|  Gen 40  | 48.25 | -270.30 | 0.48 |     168     |   74.85    |
|  Gen 41  | 47.66 | -274.60 | 0.47 |     179     |   73.83    |
|  Gen 42  | 50.44 | -266.17 | 0.49 |     168     |   75.15    |
|  Gen 43  | 49.27 | -266.70 | 0.48 |     160     |   76.02    |
|  Gen 44  | 49.42 | -265.93 | 0.48 |     164     |   75.58    |
|  Gen 45  | 47.81 | -267.93 | 0.48 |     151     |   77.92    |
|  Gen 46  | 48.39 | -262.47 | 0.49 |     179     |   73.68    |
|  Gen 47  | 47.51 | -257.70 | 0.49 |     172     |   74.85    |
|  Gen 48  | 48.68 | -276.30 | 0.47 |     170     |   74.71    |
|  Gen 49  | 48.10 | -261.43 | 0.49 |     171     |   75.00    |
|  Gen 50  | 49.27 | -255.40 | 0.49 |     156     |   77.19    |
| Best GC  | 51.02 | -281.93 | 0.48 |     177     |   74.12    |
| Best MFE | 50.88 | -289.00 | 0.49 |     170     |   74.85    |
| Best CAI | 49.42 | -278.10 | 0.53 |     170     |   75.00    |
| Natural  | 51.17 | -279.80 | 0.59 |      0      |   100.00   |
+----------+-------+---------+------+-------------+------------+
